WAGE	AGE	AGE2	AGEW	AGEY	CHILDREN	DEGREEW	FEDUCA	FEDUCH	GRADCOLLW	GRADHS	GRADHSW	HAPPINESS	MARRIED	MEDUCA	MEDUCH	SEX	YEARSCOLL	STATE	GRADCOLL	DEGREE
11	47	2209	0	0	0	0	0	6	0	1	0	3	2	0	6	1	4	12	1	2
18	26	676	26	0	0	2	0	4	1	1	1	1	1	0	4	1	4	19	1	2
11.65999985	27	729	0	4	4	0	0	4	0	1	0	1	5	0	4	2	0	37	0	0
13	23	529	0	1	1	0	0	4	0	1	0	2	2	0	4	2	4	51	1	2
18.37999916	37	1369	30	5	1	0	0	8	5	1	1	1	1	0	4	1	5	49	1	3
17.67000008	32	1024	0	0	0	0	0	3	0	1	0	1	2	0	4	2	4	29	1	2
28	53	2809	55	0	0	0	0	4	0	1	1	2	1	0	4	1	3	25	5	0
14	33	1089	0	3	1	0	0	4	0	1	0	3	2	0	3	2	2	42	5	0
12.27000046	44	1936	43	0	0	0	0	4	0	1	0	2	1	0	4	1	0	0	0	0
13.93000031	31	961	33	1	5	0	0	2	0	2	2	3	1	0	2	1	2	18	1	1
85	51	2601	47	15	2	2	0	8	1	1	1	2	1	0	8	1	2	34	5	0
12	64	4096	62	0	0	0	0	2	0	3	1	1	1	0	3	1	0	47	0	0
10.64000034	57	3249	0	14	1	0	0	3	0	1	0	2	4	0	4	2	1	48	5	0
9	75	5625	69	4	1	0	0	4	0	1	1	0	1	0	4	1	2	6	5	0
9.789999962	21	441	0	1	1	0	0	3	0	1	0	1	2	0	6	2	2	42	1	1
13.65999985	28	784	0	3	2	0	0	4	0	1	0	3	2	0	6	2	1	36	5	0
17	31	961	0	0	0	0	0	7	0	1	0	2	2	0	7	1	2	1	1	1
26.5	36	1296	0	15	2	0	0	3	0	1	0	2	2	0	6	2	2	45	1	1
16	49	2401	0	0	0	0	0	8	0	2	0	3	2	0	8	1	0	13	0	0
37.79999924	54	2916	55	0	0	0	0	2	0	1	1	1	1	0	4	1	0	48	0	0
15.5	57	3249	64	0	0	0	0	6	5	1	1	2	1	0	4	1	3	6	5	0
11	49	2401	0	0	0	0	0	2	0	1	0	3	5	0	3	1	0	6	0	0
23	52	2704	53	0	0	0	0	4	0	1	1	2	1	0	4	1	0	37	0	0
21	39	1521	0	0	0	0	0	4	0	1	0	3	2	0	4	1	0	13	0	0
14.43000031	52	2704	0	0	0	0	0	4	0	1	0	1	4	0	4	2	0	18	0	0
7.25	27	729	0	0	0	0	0	8	0	1	0	2	2	0	8	1	5	55	1	2
8.5	32	1024	0	8	2	0	0	4	0	1	0	2	2	0	4	2	3	37	5	0
150	40	1600	0	0	0	0	14	0	0	1	0	2	2	12	0	1	5	48	1	6
23	40	1600	43	0	0	2	0	4	1	2	2	3	4	0	4	1	3	17	5	0
18.54999924	28	784	0	0	0	0	0	4	0	1	0	2	2	0	4	1	0	29	0	0
16.06999969	55	3025	49	15	1	1	0	4	1	1	1	2	1	0	4	1	5	37	1	1
32	45	2025	44	9	2	1	0	4	1	1	1	3	1	0	5	1	2	49	1	1
17	30	900	0	7	1	0	0	4	0	1	0	3	4	0	4	2	4	15	1	2
250	63	3969	65	0	0	4	0	7	1	1	1	2	1	0	6	1	5	26	1	5
26.54999924	30	900	0	0	0	0	0	2	0	1	0	2	4	0	2	1	0	45	0	0
5.349999905	51	2601	0	0	0	0	0	3	0	1	0	4	2	0	7	1	5	12	1	1
18.75	51	2601	50	0	0	0	0	4	0	1	1	1	1	0	4	1	0	25	0	0
24.94000053	23	529	0	0	0	0	0	4	0	1	0	1	2	0	4	2	4	45	1	2
34	23	529	22	0	0	1	0	4	1	1	1	2	1	0	4	1	2	12	1	1
14	49	2401	0	0	0	0	0	2	0	1	0	3	2	0	2	2	0	37	0	0
7.75	32	1024	0	4	2	0	0	4	0	1	0	3	2	0	4	2	0	37	0	0
10	57	3249	0	0	0	0	0	2	0	3	0	2	4	0	4	1	0	37	0	0
9.5	20	400	0	0	0	0	0	4	0	1	0	3	2	0	7	2	2	37	5	0
10	25	625	23	0	0	2	0	7	1	1	1	2	1	0	7	1	4	1	1	2
10.30000019	26	676	0	0	0	0	0	8	0	1	0	4	2	0	8	1	4	22	1	2
15.57999992	44	1936	0	13	1	0	0	3	0	1	0	3	4	0	3	2	1	28	5	0
15.60000038	47	2209	0	1	1	0	0	7	0	1	0	2	4	0	8	2	1	29	5	0
17.89999962	46	2116	49	1	2	0	0	4	0	1	1	2	1	0	8	1	2	18	5	0
7.25	35	1225	0	12	2	0	0	4	0	1	0	1	2	0	7	2	2	28	5	0
10.14999962	55	3025	55	0	0	0	0	1	0	2	1	2	1	0	2	1	0	28	0	0
14.27999973	25	625	0	4	2	0	0	4	0	1	0	1	2	0	4	2	1	39	5	0
10	45	2025	51	0	0	0	0	4	5	2	1	1	1	0	4	1	0	42	0	0
17.90999985	49	2401	46	0	0	0	0	3	5	1	1	2	1	0	2	1	0	47	0	0
16	51	2601	49	0	0	0	0	3	5	1	1	2	1	0	3	1	0	37	0	0
10	61	3721	46	0	0	0	0	4	0	1	1	2	1	0	4	1	0	6	0	0
10	54	2916	0	0	0	0	10	0	0	1	0	3	4	12	0	2	4	13	1	2
8.520000458	20	400	19	0	0	0	0	2	5	1	1	1	2	0	3	1	0	4	0	0
7.25	24	576	0	0	0	0	0	4	0	1	0	3	2	0	4	2	0	37	0	0
14.10000038	41	1681	26	1	9	0	0	0	0	1	1	1	1	0	0	1	0	55	0	0
32	35	1225	0	0	0	0	0	4	0	2	0	3	2	0	3	2	3	49	5	0
15.25	45	2025	39	3	3	0	6	0	0	3	1	1	1	6	0	1	0	6	0	0
12	23	529	0	0	0	0	0	4	0	1	0	2	2	0	4	2	1	48	5	0
17.30999947	26	676	0	0	0	0	0	4	0	1	0	3	2	0	7	1	4	0	1	2
10.25	29	841	0	13	1	0	0	7	0	1	0	3	2	0	7	2	2	37	5	0
35	54	2916	0	0	0	0	0	4	0	1	0	1	5	0	4	2	0	45	0	0
24	50	2500	49	0	0	0	0	4	0	1	3	4	1	0	3	1	0	6	0	0
19.70000076	54	2916	61	0	0	0	0	3	0	1	1	2	1	0	2	1	2	37	1	1
10.44999981	57	3249	0	0	0	0	0	5	0	1	0	1	4	0	4	2	1	12	5	0
11.80000019	53	2809	0	0	0	0	0	4	0	2	0	3	4	0	4	2	0	40	0	0
10	39	1521	29	1	2	0	0	7	0	2	1	1	1	0	4	1	0	12	0	0
10	28	784	27	4	1	0	14	0	5	1	1	2	1	14	0	1	2	4	5	0
8.25	34	1156	30	1	3	0	0	4	0	1	1	2	1	0	6	1	0	5	0	0
18.89999962	59	3481	0	0	0	0	0	7	0	1	0	2	4	0	3	1	0	12	0	0
9.06000042	52	2704	0	0	0	0	0	4	0	1	0	1	4	0	2	2	3	6	5	0
15	36	1296	0	4	2	0	0	4	0	1	0	1	2	0	3	2	0	45	0	0
19	29	841	28	1	1	1	0	6	1	1	1	1	1	0	4	1	2	5	5	0
10	56	3136	72	0	0	0	0	0	0	0	0	3	1	0	0	1	0	6	0	0
8	29	841	0	0	0	0	0	2	0	1	0	4	2	0	2	2	3	45	5	0
11	47	2209	48	0	0	0	0	2	5	1	1	1	1	0	2	1	0	37	0	0
12.28999996	28	784	27	0	0	0	0	6	5	1	1	2	1	0	8	1	3	4	1	1
10	37	1369	36	0	0	2	0	4	1	1	1	3	1	0	4	1	3	37	5	0
13.01000023	34	1156	39	0	0	0	0	7	5	1	1	2	1	0	4	1	2	13	1	1
10	32	1024	28	1	3	0	0	2	5	3	1	3	2	6	0	1	0	48	0	0
11.5	32	1024	0	11	3	0	0	3	0	1	0	2	4	0	4	2	0	21	0	0
7.650000095	41	1681	0	0	0	0	0	4	0	1	0	3	2	0	3	2	0	47	0	0
14	42	1764	25	3	2	0	0	4	5	1	1	3	1	0	4	1	4	6	1	1
70	42	1764	0	14	1	0	0	4	0	1	0	2	1	0	7	1	1	6	5	0
30	46	2116	46	0	0	0	0	4	5	1	1	3	1	0	4	1	0	17	0	0
10	23	529	0	0	0	0	0	4	0	1	0	1	2	0	3	1	0	42	0	0
25	34	1156	0	7	2	0	0	6	0	1	0	3	2	0	6	2	4	29	1	2
7.25	18	324	0	0	0	0	0	3	0	3	0	3	2	0	2	2	0	45	0	0
20	56	3136	0	0	0	0	0	3	0	1	0	1	4	0	3	1	1	42	5	0
75	64	4096	64	0	0	2	0	7	1	1	1	2	1	0	7	1	5	6	1	2
16	30	900	29	5	3	1	0	4	1	1	1	2	1	0	4	1	0	19	0	0
7.25	49	2401	0	0	0	0	0	2	0	1	0	2	4	0	2	2	2	19	5	0
17.35000038	31	961	0	0	0	0	0	6	0	1	0	3	2	0	4	1	2	37	1	1
13	46	2116	55	15	1	0	0	2	0	3	0	3	1	0	2	1	0	12	0	0
13	31	961	0	9	2	0	0	3	0	1	0	3	2	0	6	2	2	18	1	1
11.5	28	784	36	1	1	1	0	7	1	1	1	2	1	0	7	1	1	51	5	0
10	31	961	23	1	3	0	0	4	0	1	3	1	1	0	4	1	0	45	0	0
9.56000042	29	841	0	0	0	0	0	2	0	1	0	2	2	0	2	2	3	6	5	0
11.5	51	2601	50	0	0	2	0	4	1	1	1	3	1	0	4	1	0	17	0	0
40	71	5041	64	0	0	0	0	4	5	1	1	2	1	0	4	1	5	25	1	3
11.53999996	31	961	28	3	1	0	0	4	5	1	1	3	1	0	4	1	0	6	0	0
14.60000038	24	576	0	0	0	0	0	6	0	1	0	1	2	0	7	2	2	53	5	0
18.39999962	34	1156	33	1	3	0	0	6	5	1	1	1	1	0	6	1	2	28	5	0
9.5	29	841	0	0	0	0	0	7	0	1	0	2	2	0	4	1	0	18	0	0
11	51	2601	0	0	0	0	0	2	0	1	0	3	5	0	2	1	0	37	0	0
10	27	729	0	0	0	0	0	4	0	2	0	3	2	0	4	1	0	26	0	0
27	58	3364	49	0	0	0	8	0	0	1	0	2	1	2	0	1	2	17	5	0
18.53000069	59	3481	0	0	0	0	0	5	0	1	0	3	2	0	3	2	0	36	0	0
10.5	62	3844	0	4	1	0	0	4	0	1	0	3	4	0	1	2	3	18	1	1
8	23	529	0	3	3	0	0	4	0	2	0	2	2	0	4	2	2	39	5	0
24	62	3844	58	0	0	0	0	4	5	1	1	2	1	0	4	1	4	5	1	2
9.720000267	56	3136	53	0	0	0	0	3	5	2	1	2	1	0	3	1	0	28	0	0
26.5	53	2809	50	0	0	0	0	3	5	2	1	3	1	0	3	1	0	17	0	0
43	30	900	33	1	1	3	0	5	1	1	1	1	1	0	5	1	1	34	5	0
15	27	729	0	0	0	0	0	4	0	1	0	2	2	0	4	1	0	19	0	0
13.5	27	729	0	6	2	0	0	6	0	1	0	1	5	0	6	2	2	24	5	0
12	32	1024	0	11	3	0	0	4	0	2	0	2	4	0	3	2	0	45	0	0
6.820000172	25	625	0	0	0	0	0	7	0	0	0	2	2	0	7	2	0	0	0	0
10	29	841	27	2	3	0	0	4	0	1	1	3	2	0	3	1	0	29	0	0
9.25	32	1024	0	0	0	0	0	0	0	2	0	3	2	0	4	1	1	12	5	0
19.25	27	729	24	1	2	1	0	4	1	1	1	1	1	0	4	1	0	21	0	0
60	60	3600	58	0	0	2	0	6	1	1	1	1	1	0	6	1	4	48	1	2
7.800000191	22	484	0	0	0	0	0	6	0	1	0	3	2	0	6	2	1	37	5	0
20.25	60	3600	59	0	0	0	0	4	0	1	1	1	1	0	4	1	0	13	0	0
8.850000381	25	625	0	2	1	0	0	3	0	2	0	2	1	0	4	2	1	21	5	0
16	36	1296	34	0	0	2	0	4	1	1	1	2	1	0	4	1	2	39	5	0
13	62	3844	59	0	0	0	3	0	0	0	0	2	1	1	0	1	0	8	0	0
10	50	2500	46	17	1	0	0	4	0	1	1	2	1	0	4	1	0	20	0	0
22	67	4489	69	0	0	0	0	2	0	1	1	1	1	0	4	1	0	40	0	0
19	53	2809	0	0	0	0	0	3	0	1	0	2	4	0	3	2	5	13	1	1
18.75	58	3364	46	0	0	1	0	4	1	1	1	3	1	0	3	1	2	42	1	1
16	33	1089	0	8	2	0	0	4	0	1	0	3	2	0	4	2	0	24	0	0
10	46	2116	0	0	0	0	0	2	0	1	0	2	4	0	2	1	0	37	0	0
17	39	1521	43	12	2	0	6	0	0	0	0	1	1	6	0	1	0	36	0	0
65	46	2116	48	6	2	2	0	8	1	1	1	3	1	0	7	1	4	34	1	2
8.909999847	40	1600	0	7	3	0	0	4	0	1	0	2	5	0	4	2	4	13	1	2
12.94999981	43	1849	45	2	2	0	3	0	5	0	1	2	1	2	0	1	0	55	0	0
15	57	3249	56	0	0	2	0	6	1	1	1	2	1	0	4	1	5	27	1	3
13	29	841	0	0	0	0	0	5	0	1	0	3	2	0	4	2	2	12	5	0
8.5	22	484	0	0	0	0	0	4	0	1	0	2	2	0	4	1	0	5	0	0
12	58	3364	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	28	0	0
8	27	729	0	0	0	0	0	7	0	1	0	3	2	0	6	1	2	6	5	0
15.35000038	48	2304	46	0	0	0	0	3	0	1	1	3	1	0	3	1	1	28	5	0
15	34	1156	32	2	1	0	0	3	0	1	1	1	1	0	4	1	2	42	1	1
18	39	1521	54	0	0	2	0	5	1	1	1	1	1	0	4	1	1	4	5	0
10.5	80	6400	0	0	0	0	6	7	0	1	0	3	4	12	0	2	3	51	5	0
8.5	25	625	0	0	0	0	0	7	0	1	0	2	2	0	7	1	1	28	5	0
7.5	21	441	0	3	1	0	0	4	0	1	0	3	2	0	4	2	1	37	5	0
10	56	3136	0	0	0	0	0	6	0	1	0	5	3	0	6	2	1	17	5	0
15	55	3025	0	0	0	0	0	3	0	3	0	2	3	0	3	2	0	22	0	0
13.53999996	39	1521	37	9	2	2	0	8	1	1	1	2	1	0	8	1	2	19	1	1
14	66	4356	0	0	0	0	0	2	0	1	0	3	3	0	4	2	4	51	1	2
14.61999989	24	576	0	0	0	0	0	5	0	1	0	3	2	0	6	2	0	36	0	0
15	29	841	27	3	2	0	0	3	0	3	2	3	1	0	4	1	0	18	0	0
24	61	3721	0	0	0	0	3	0	0	0	0	0	4	6	0	1	0	12	0	0
1	25	625	24	1	1	2	0	8	1	1	1	1	1	0	8	1	4	31	1	2
12.5	30	900	0	0	0	0	0	4	0	1	0	1	4	0	4	1	0	1	0	0
15.25	53	2809	0	0	0	0	0	4	0	2	0	3	2	0	2	1	0	42	0	0
10	31	961	25	0	0	0	0	6	5	2	1	2	2	0	4	1	0	48	0	0
9.640000343	30	900	0	1	7	0	0	4	0	1	0	1	5	0	4	2	0	37	0	0
10	43	1849	0	0	0	0	0	4	0	1	0	4	4	0	7	1	4	32	1	2
24.29999924	38	1444	0	8	2	0	0	3	0	1	0	3	4	0	4	1	0	34	0	0
16.07999992	23	529	23	4	1	0	0	3	5	1	1	2	1	0	4	1	4	13	1	2
30.21999931	43	1849	43	7	2	0	0	4	5	1	1	2	1	0	6	1	2	6	5	0
10	27	729	0	7	2	0	0	6	0	2	0	2	2	0	5	2	0	28	0	0
10	25	625	24	0	0	2	0	8	1	1	1	2	1	0	0	1	3	24	5	0
13.71000004	41	1681	42	15	2	0	0	4	0	1	1	2	1	0	4	1	0	51	0	0
7.550000191	27	729	0	7	1	0	0	3	0	1	0	3	2	0	4	2	0	11	0	0
17.64999962	48	2304	0	0	0	0	0	3	0	1	0	3	4	0	4	1	0	19	0	0
18.54999924	58	3364	59	0	0	0	0	3	0	1	1	2	1	0	3	1	2	37	5	0
30	64	4096	52	0	0	2	0	6	1	1	1	2	1	0	4	1	4	21	1	2
13	53	2809	0	0	0	0	0	3	0	1	0	5	4	0	4	2	0	17	0	0
14	50	2500	0	5	1	0	0	1	0	1	0	3	2	0	3	2	2	37	5	0
17.90999985	32	1024	0	7	2	0	0	2	0	2	0	3	4	0	6	2	2	51	5	0
10	27	729	0	0	0	0	7	0	0	1	0	3	2	6	0	2	0	17	0	0
8.75	25	625	25	4	3	0	0	2	0	3	2	3	2	0	2	1	0	28	0	0
6.25	20	400	0	0	0	0	0	1	0	3	0	1	2	0	1	2	0	45	0	0
12.73999977	24	576	0	0	0	0	0	7	0	1	0	3	2	0	7	2	4	36	1	2
22.85000038	32	1024	0	0	0	0	0	3	0	1	0	3	2	0	6	1	0	22	0	0
35	39	1521	33	11	3	0	0	4	5	1	1	3	1	0	4	1	0	48	0	0
7.25	23	529	0	0	0	0	0	6	0	1	0	3	2	0	4	1	0	37	0	0
23.04999924	41	1681	31	1	1	3	0	6	1	1	1	2	1	0	4	1	4	51	1	2
16.70000076	56	3136	50	0	0	0	5	0	0	1	0	2	1	8	0	1	0	9	0	0
16	42	1764	40	6	2	3	0	6	1	1	1	2	1	0	5	1	3	39	5	0
7.400000095	25	625	0	3	2	0	0	6	0	1	0	3	2	0	4	2	2	37	5	0
13	21	441	0	0	0	0	0	7	0	1	0	3	2	0	4	2	3	40	1	1
2.130000114	42	1764	0	0	0	0	0	3	0	2	0	2	2	0	4	2	2	13	5	0
19.54999924	48	2304	46	16	1	0	0	2	0	1	1	1	1	0	4	1	2	37	5	0
21.42000008	47	2209	44	4	6	0	0	2	5	1	1	1	1	0	3	1	4	55	1	2
14	45	2025	0	15	1	0	0	2	0	1	0	2	4	0	3	2	0	51	0	0
33.5	57	3249	0	0	0	0	0	3	0	1	0	1	4	0	4	1	4	49	1	2
30	25	625	0	0	0	0	0	4	0	1	0	3	2	0	3	1	4	12	1	2
13.5	25	625	0	0	0	0	0	7	0	1	0	1	2	0	6	1	0	36	0	0
12	31	961	0	9	1	0	0	4	0	1	0	2	2	0	4	2	0	39	0	0
896	44	1936	45	10	2	0	6	0	0	0	0	1	1	6	0	1	0	6	0	0
8	55	3025	0	0	0	0	0	2	0	2	0	1	2	0	2	1	0	37	0	0
20	63	3969	0	0	0	0	0	8	0	1	0	1	4	0	6	1	3	51	5	0
32	58	3364	53	0	0	0	0	5	0	1	1	3	1	0	5	1	2	34	5	0
7.400000095	28	784	0	0	0	0	0	3	0	3	0	3	2	0	3	1	0	26	0	0
19.95000076	48	2304	0	0	0	0	0	4	0	1	0	3	5	0	6	2	1	24	5	0
10	37	1369	0	2	3	0	0	0	0	0	0	2	2	9	0	2	0	32	0	0
1	28	784	27	3	2	2	0	7	1	1	1	2	1	0	4	1	2	24	5	0
8.5	24	576	0	0	0	0	0	7	0	1	0	3	2	0	4	1	1	41	5	0
7.25	38	1444	0	14	1	0	0	4	0	2	0	2	4	0	4	2	2	5	5	0
13.64999962	23	529	0	0	0	0	0	4	0	1	0	2	2	0	5	2	4	42	1	2
10.5	23	529	0	0	0	0	0	4	0	1	0	3	2	0	7	2	0	6	0	0
35	47	2209	41	0	0	2	0	4	1	1	1	2	1	0	4	1	2	37	1	1
20	37	1369	42	14	1	0	9	0	0	0	0	2	1	9	0	1	0	36	0	0
7.25	42	1764	41	0	0	0	0	2	0	3	1	3	1	0	3	1	0	29	0	0
13.46000004	58	3364	0	0	0	0	0	3	0	3	0	1	4	0	4	2	0	13	0	0
16	24	576	0	0	0	0	14	6	0	1	0	3	2	14	6	2	2	12	5	0
25	66	4356	0	0	0	0	0	8	0	1	0	1	4	0	6	2	4	21	1	3
11.60999966	26	676	0	0	0	0	0	4	0	1	0	1	2	0	4	2	3	13	5	0
37.47999954	59	3481	0	0	0	0	0	4	0	1	0	3	4	0	6	2	2	39	1	1
9.850000381	20	400	20	1	1	0	0	4	5	1	1	1	2	0	4	1	1	21	5	0
10	25	625	27	0	0	0	0	6	5	1	1	3	1	0	6	1	1	37	5	0
27	34	1156	41	0	0	0	0	4	0	1	1	1	1	0	6	1	2	39	5	0
13.5	43	1849	42	0	0	0	0	0	0	1	1	1	1	0	0	1	0	37	0	0
3.75	26	676	0	2	2	0	0	2	0	1	0	1	5	0	7	2	0	29	0	0
13.5	22	484	0	0	0	0	0	4	0	1	0	2	2	0	4	1	4	19	1	2
7.5	26	676	0	0	0	0	0	4	0	1	0	2	2	0	4	1	3	28	5	0
28	59	3481	58	0	0	0	0	4	0	1	1	2	1	0	4	1	1	25	5	0
12.25	25	625	0	0	0	0	0	3	0	1	0	3	2	0	4	1	1	37	5	0
8	26	676	0	0	0	0	0	6	0	1	0	1	2	0	6	1	2	1	5	0
25.46999931	40	1600	41	10	1	0	0	5	5	1	1	2	1	0	5	1	1	27	5	0
24.47999954	32	1024	32	2	3	2	0	3	1	1	1	2	1	0	4	1	0	39	0	0
75	60	3600	56	0	0	2	0	4	1	1	1	2	1	0	4	1	4	36	1	2
19.5	34	1156	33	3	1	1	0	4	1	1	1	1	1	0	6	1	1	39	5	0
17	34	1156	0	1	3	0	0	4	0	1	0	3	2	0	4	2	0	45	0	0
8	23	529	0	0	0	0	0	4	0	1	0	3	2	0	6	1	0	6	0	0
17.5	33	1089	30	6	2	0	0	4	0	1	1	2	1	0	4	1	2	34	1	1
13.5	36	1296	36	4	4	3	0	7	1	1	1	2	1	0	7	1	1	41	5	0
14.14000034	24	576	0	0	0	0	0	6	0	1	0	3	2	0	4	2	4	28	1	2
11	29	841	29	1	1	1	0	2	1	3	1	2	1	0	6	1	0	45	0	0
23.85000038	32	1024	0	0	0	0	0	4	0	1	0	3	2	0	4	1	4	8	1	2
14	24	576	25	0	0	2	0	6	1	1	1	1	2	0	7	1	4	42	1	2
11	47	2209	42	10	2	0	3	0	0	0	0	1	1	0	0	1	0	6	0	0
10.94999981	35	1225	36	0	0	3	0	2	1	1	1	3	1	0	4	1	0	1	0	0
11	30	900	0	0	0	0	0	4	0	1	0	1	2	0	4	2	1	17	5	0
8	18	324	0	0	0	0	0	7	0	1	0	2	2	0	3	2	0	26	0	0
14	29	841	28	2	1	2	0	7	1	1	1	2	1	0	8	1	4	25	1	2
13.60000038	25	625	24	4	4	0	0	6	5	1	1	3	2	0	6	1	0	55	0	0
17	32	1024	0	17	1	0	0	6	0	1	0	2	2	0	6	2	5	28	1	3
15.25	23	529	22	0	0	2	0	6	1	1	1	1	1	0	5	1	0	26	0	0
7.25	23	529	0	1	1	0	0	7	0	1	0	4	5	0	6	2	0	13	0	0
12	23	529	0	0	0	0	6	0	0	1	0	3	2	5	0	2	1	8	5	0
7.5	25	625	0	2	1	0	0	3	0	1	0	1	2	0	7	2	3	28	5	0
10.5	45	2025	40	15	2	0	0	4	0	2	1	3	1	0	6	1	0	48	0	0
8	25	625	0	0	0	0	0	3	0	2	0	2	2	0	4	2	0	18	0	0
31.07999992	34	1156	0	0	0	0	0	5	0	1	0	1	4	0	6	1	0	37	0	0
51	40	1600	40	4	2	2	16	8	1	1	1	2	1	12	0	1	5	39	1	4
15.5	38	1444	0	4	2	0	0	6	0	1	0	3	1	0	2	2	2	36	1	1
19	28	784	0	4	1	0	0	6	0	1	0	3	2	0	6	2	0	24	0	0
15.32999992	31	961	31	0	0	0	0	4	0	1	2	1	1	0	4	1	0	17	0	0
10.92000008	25	625	0	4	1	0	0	4	0	2	0	1	2	0	4	2	0	18	0	0
20.34000015	55	3025	52	0	0	0	0	2	0	1	1	2	1	0	3	1	4	27	1	2
11	62	3844	63	8	2	0	3	0	0	0	0	3	1	3	0	1	0	20	0	0
25	61	3721	60	0	0	2	0	5	1	1	1	2	1	0	3	1	4	5	1	2
10.5	23	529	20	0	0	0	0	2	0	2	1	2	1	0	7	1	0	4	0	0
12.64999962	21	441	0	0	0	0	0	4	0	1	0	2	2	0	4	2	3	29	1	1
10.44999981	33	1089	0	0	0	0	0	3	0	1	0	2	2	0	4	2	2	17	1	1
20.60000038	39	1521	50	0	0	0	0	4	0	1	1	1	1	0	6	1	0	37	0	0
12	23	529	0	0	0	0	0	4	0	1	0	2	2	0	4	1	0	18	0	0
23.04999924	57	3249	59	0	0	0	0	4	5	1	1	1	1	0	4	1	1	55	5	0
14	28	784	31	3	2	0	0	5	5	1	2	3	1	0	4	1	1	8	5	0
9.5	23	529	21	0	0	0	0	4	0	1	1	2	2	0	4	1	0	18	0	0
18	29	841	0	0	0	0	0	8	0	1	0	2	2	0	8	1	5	35	1	2
12	24	576	0	0	0	0	12	0	0	1	0	3	2	0	3	2	0	12	0	0
110	54	2916	59	17	1	0	8	0	5	0	1	3	1	8	0	1	0	6	0	0
15.5	27	729	23	0	0	0	0	4	5	1	1	3	1	0	4	1	2	45	1	1
15	44	1936	0	0	0	0	0	4	0	1	0	3	4	0	6	2	4	6	1	2
10	22	484	0	0	0	0	0	7	0	1	0	1	2	0	7	1	4	12	1	2
8	55	3025	0	0	0	0	0	2	0	1	0	1	4	0	3	2	0	51	0	0
16	47	2209	50	13	2	0	9	0	0	0	0	2	1	6	0	1	0	6	0	0
42	39	1521	0	8	2	0	4	4	0	1	0	3	5	0	4	2	4	51	1	2
37	42	1764	43	3	4	3	0	4	1	1	1	3	1	0	4	1	5	26	1	3
10	61	3721	58	5	2	0	0	3	0	1	1	2	1	0	3	1	0	37	0	0
9.5	41	1681	0	8	1	0	0	6	0	1	0	3	4	0	7	2	5	55	1	2
18	57	3249	0	0	0	0	0	4	0	1	0	3	4	0	4	2	4	36	1	1
9.5	61	3721	58	0	0	0	0	0	0	0	0	4	1	0	0	1	0	6	0	0
16.25	61	3721	0	0	0	0	0	3	0	1	0	3	4	0	7	1	2	24	1	1
10.5	36	1296	39	8	1	0	0	4	0	1	1	2	1	0	3	1	0	37	0	0
19.45000076	27	729	0	0	0	0	5	8	0	1	0	2	2	7	3	2	0	13	0	0
7.25	23	529	0	8	1	0	0	4	0	2	0	2	2	0	3	2	0	37	0	0
8	48	2304	0	0	0	0	0	3	0	1	0	1	3	0	2	1	0	45	0	0
12	29	841	31	4	2	0	0	0	0	1	3	2	1	0	0	1	2	6	1	1
15.63000011	33	1089	0	4	4	0	0	4	0	1	0	3	4	0	4	2	4	47	1	2
13	30	900	29	4	1	1	0	8	1	1	1	2	1	0	4	1	0	42	0	0
22.93000031	23	529	23	3	2	0	0	4	0	1	1	2	1	0	7	1	0	22	0	0
18	36	1296	28	6	1	2	0	4	1	2	1	2	1	0	3	1	0	36	0	0
8.25	57	3249	0	0	0	0	0	3	0	1	0	2	4	0	4	2	0	42	0	0
11.60000038	31	961	0	0	0	0	0	3	0	1	0	3	2	0	6	2	1	37	5	0
9.75	21	441	20	0	0	0	0	4	0	3	1	2	1	12	0	1	0	6	0	0
16.5	52	2704	0	0	0	0	0	3	0	1	0	2	4	0	4	1	0	28	0	0
14	57	3249	51	0	0	0	0	4	5	1	1	3	1	0	4	1	0	42	0	0
11.05000019	69	4761	68	0	0	2	0	2	1	1	1	2	1	0	2	1	4	8	1	2
16.36000061	47	2209	0	0	0	0	0	3	0	1	0	5	4	0	4	1	0	42	0	0
15.5	27	729	0	0	0	0	0	8	0	1	0	2	4	0	8	1	4	24	1	2
25	27	729	24	2	1	1	0	7	1	1	1	2	1	0	5	1	4	51	1	2
12	35	1225	0	9	1	0	0	5	0	1	0	3	2	0	7	1	2	37	5	0
25.79999924	28	784	28	0	0	3	0	7	1	1	1	2	1	0	4	1	1	55	5	0
8.449999809	25	625	0	3	3	0	0	5	0	2	0	3	2	0	4	2	0	13	0	0
12.5	30	900	29	1	3	0	0	4	0	1	1	2	1	0	4	1	0	13	0	0
10	72	5184	67	0	0	0	0	7	5	1	1	1	1	0	4	1	5	18	1	3
12.57999992	36	1296	0	0	0	0	0	4	0	1	0	2	2	0	4	2	2	13	5	0
12	34	1156	0	11	2	0	0	0	0	0	0	1	2	0	0	2	0	6	0	0
17	55	3025	56	0	0	1	0	4	1	1	1	2	1	0	4	1	0	17	0	0
17.5	51	2601	0	0	0	0	0	2	0	1	0	3	2	0	3	1	2	37	5	0
19.5	61	3721	60	0	0	2	6	0	1	1	1	3	1	4	0	1	4	55	1	2
25	64	4096	0	0	0	0	0	3	0	1	0	2	4	0	3	2	5	13	1	3
