WAGE	AGE	AGE2	AGEW	AGEY	CHILDREN	DEGREEW	FEDUCA	FEDUCH	GRADCOLLW	GRADHS	GRADHSW	HAPPINESS	MARRIED	MEDUCA	MEDUCH	SEX	YEARSCOLL	STATE	GRADCOLL	DEGREE
23	31	961	0	8	3	0	0	4	0	1	0	2	2	0	6	2	2	17	1	1
11.5	32	1024	0	9	1	0	2	0	0	1	0	2	5	5	0	2	3	12	1	1
8.75	19	361	0	0	0	0	0	4	0	1	0	3	2	0	7	2	0	21	0	0
34.75	31	961	0	8	1	0	0	6	0	1	0	2	2	0	6	2	4	55	1	1
19.95999908	27	729	0	0	0	0	0	5	0	1	0	2	2	0	7	2	5	12	1	2
20.47999954	64	4096	62	0	0	0	0	3	0	1	1	1	1	0	4	1	0	41	0	0
10.31000042	28	784	38	0	0	0	0	4	0	1	1	2	1	0	4	1	0	42	0	0
22.60000038	30	900	32	2	3	1	0	3	1	1	1	1	1	0	5	1	3	53	1	1
35	57	3249	57	0	0	2	0	4	1	1	1	2	1	0	5	1	4	36	1	2
7.25	30	900	0	0	0	0	0	4	0	1	0	2	2	0	6	2	2	32	5	0
21.03000069	26	676	0	0	0	0	0	6	0	1	0	3	2	0	6	2	4	25	1	2
20	75	5625	0	0	0	0	0	4	0	1	0	2	3	0	3	2	2	34	5	0
20.25	46	2116	44	7	1	0	0	4	0	1	1	2	1	0	3	1	0	21	0	0
25.47999954	34	1156	36	7	1	0	0	0	0	2	2	1	1	0	0	1	1	49	5	0
10	29	841	31	7	3	0	0	4	5	1	1	1	1	0	4	1	0	31	0	0
10.55000019	22	484	0	0	0	0	0	3	0	1	0	2	2	0	6	1	0	37	0	0
52	34	1156	0	0	0	0	12	7	0	1	0	3	4	12	0	1	5	6	1	3
29.13999939	31	961	0	0	0	0	0	3	0	1	0	3	2	0	6	1	2	26	1	1
8	21	441	20	1	4	0	0	4	0	2	3	2	1	0	2	1	0	51	0	0
15	80	6400	0	0	0	0	0	0	0	1	0	1	3	0	0	2	0	34	0	0
26.79999924	52	2704	56	0	0	0	0	3	5	1	2	3	1	0	4	1	0	26	0	0
19	58	3364	0	0	0	0	0	2	0	1	0	2	4	0	4	2	0	51	0	0
21	61	3721	60	0	0	0	0	2	5	1	1	2	1	0	4	1	3	21	5	0
12	39	1521	35	2	1	2	0	4	1	1	1	2	1	0	4	1	0	19	0	0
8.75	26	676	0	0	0	0	0	4	0	1	0	3	2	0	7	1	0	13	0	0
21	25	625	25	0	0	2	0	7	1	1	1	2	1	0	8	1	4	24	1	2
21.5	52	2704	53	0	0	1	0	4	1	1	1	1	1	0	4	1	2	13	1	1
12	33	1089	31	12	1	2	0	7	1	1	1	2	2	0	6	1	1	17	5	0
8.25	34	1156	0	8	3	0	0	4	0	3	0	2	2	0	4	2	0	1	0	0
85	33	1089	31	0	0	6	0	8	1	1	1	2	2	0	8	1	4	41	5	0
8.5	37	1369	37	13	2	0	0	3	0	1	1	3	1	0	4	1	0	12	0	0
7.25	42	1764	0	8	2	0	0	5	0	1	0	3	2	0	4	2	0	45	0	0
13.89000034	52	2704	0	0	0	0	0	4	0	1	0	3	5	0	4	2	3	13	5	0
25	62	3844	60	0	0	0	0	4	0	1	1	1	1	0	4	1	0	27	0	0
14	37	1369	0	0	0	0	0	6	0	1	0	2	2	0	6	1	4	12	1	2
10	30	900	33	0	0	0	0	4	5	1	2	4	2	0	7	1	2	4	5	0
23	26	676	0	0	0	0	0	4	0	1	0	3	2	0	4	1	4	48	1	2
21.75	47	2209	35	15	1	0	0	4	0	1	1	2	1	0	7	1	0	6	0	0
13	49	2401	0	17	1	0	0	2	0	1	0	3	5	0	4	2	2	45	5	0
10.25	46	2116	0	0	0	0	0	5	0	1	0	1	2	0	5	2	0	24	0	0
10.5	26	676	0	0	0	0	0	7	0	1	0	2	2	0	6	1	5	40	1	2
20	44	1936	0	0	0	0	0	4	0	1	0	2	4	0	4	2	0	48	0	0
11.5	46	2116	50	0	0	0	0	1	0	1	3	3	1	0	5	1	0	19	0	0
15	39	1521	0	0	0	0	0	7	0	1	0	2	4	0	6	2	4	1	1	1
10	24	576	23	1	1	0	0	4	0	1	1	2	2	0	6	1	0	6	0	0
18.25	40	1600	0	17	1	0	0	7	0	1	0	4	4	0	8	2	0	42	0	0
28	54	2916	53	4	1	0	0	4	0	1	1	2	1	0	4	1	0	13	0	0
23.23999977	33	1089	0	0	0	0	0	8	0	1	0	2	2	0	7	1	2	36	1	1
8.25	84	7056	0	0	0	0	0	2	0	1	0	3	4	0	2	2	1	20	5	0
7.5	41	1681	0	0	0	0	0	1	0	3	0	1	4	0	1	2	0	51	0	0
16	23	529	22	1	3	0	0	4	0	2	1	3	1	0	4	1	0	31	0	0
8.75	54	2916	47	11	2	0	2	0	0	0	0	1	1	0	0	1	0	6	0	0
14	57	3249	52	1	1	0	0	3	0	3	1	2	1	0	4	1	0	9	0	0
11	32	1024	33	0	0	0	0	4	0	2	1	3	2	0	4	1	0	13	0	0
12	49	2401	47	0	0	0	0	4	0	1	1	2	1	0	4	1	2	29	1	1
4.230000019	20	400	0	0	0	0	0	7	0	1	0	2	2	0	2	2	3	12	5	0
21.69000053	65	4225	0	0	0	0	0	2	0	1	0	2	4	0	4	2	0	45	0	0
26	44	1936	0	0	0	0	0	8	0	1	0	2	2	0	5	2	5	26	5	0
12	24	576	0	0	0	0	0	7	0	1	0	3	4	0	4	2	5	41	1	2
21.62000084	33	1089	0	0	0	0	0	4	0	1	0	3	2	0	4	2	3	33	1	1
11.5	43	1849	0	16	1	0	0	4	0	1	0	3	4	0	3	2	2	48	5	0
26	40	1600	35	6	2	0	0	0	5	1	1	2	1	0	0	1	4	29	1	2
13	48	2304	56	5	1	3	0	3	1	1	1	5	4	0	4	1	3	34	5	0
9.949999809	26	676	25	2	2	0	0	8	5	1	1	2	1	0	7	1	4	12	1	2
10	19	361	0	0	0	0	0	8	0	1	0	3	2	0	4	1	0	53	0	0
29.60000038	25	625	28	2	1	2	0	4	1	1	1	2	4	0	8	1	1	4	5	0
25.20999908	41	1681	37	11	2	0	0	6	5	1	1	1	1	0	6	1	2	8	5	0
8.149999619	40	1600	35	0	0	0	0	4	0	1	1	3	2	0	4	1	0	32	0	0
22.56999969	63	3969	0	0	0	0	0	6	0	1	0	3	4	0	4	2	2	5	5	0
11.5	22	484	0	0	0	0	0	4	0	1	0	2	2	0	6	2	4	26	1	2
9	46	2116	0	0	0	0	0	1	0	3	0	3	2	0	2	2	0	51	0	0
27.46999931	32	1024	31	1	1	3	0	6	1	1	1	1	1	0	6	1	3	36	5	0
14	25	625	0	0	0	0	0	6	0	1	0	2	2	0	6	2	3	6	5	0
11	38	1444	0	16	1	0	0	8	0	1	0	3	4	0	6	2	0	36	0	0
18.93000031	66	4356	0	0	0	0	0	3	0	1	0	3	4	0	2	2	1	20	5	0
10.5	58	3364	51	0	0	0	0	0	0	1	0	2	1	0	0	1	2	48	1	1
19	56	3136	51	0	0	0	0	3	0	1	2	4	1	0	3	1	0	37	0	0
11.30000019	31	961	0	1	2	0	0	7	0	1	0	2	4	0	8	2	2	25	1	1
12.25	32	1024	31	0	0	2	0	4	1	1	1	2	2	0	4	1	3	28	1	1
21.25	35	1225	30	6	3	0	0	5	5	1	1	1	1	0	4	1	3	42	5	0
23	31	961	28	2	1	0	0	3	0	1	1	2	1	0	7	1	2	6	5	0
8	26	676	0	6	2	0	0	4	0	2	0	1	2	0	4	2	0	39	0	0
7.25	22	484	0	1	3	0	12	7	0	3	0	2	2	0	6	1	0	13	0	0
17	50	2500	0	12	1	0	0	7	0	1	0	4	4	0	7	2	5	30	1	3
18	26	676	29	0	0	0	0	4	0	1	1	2	1	0	4	1	2	31	5	0
8	22	484	0	1	1	0	0	4	0	2	0	1	2	0	4	1	0	28	0	0
18.60000038	41	1681	0	17	1	0	0	4	0	1	0	3	4	0	4	1	0	39	0	0
10	55	3025	0	0	0	0	0	3	0	1	0	4	2	0	7	2	5	6	1	3
37.47000122	32	1024	33	0	0	0	0	6	5	1	1	2	1	0	6	1	5	6	1	1
10	59	3481	0	0	0	0	0	0	0	1	0	2	3	0	1	1	0	29	0	0
10	49	2401	56	0	0	3	0	4	1	1	1	3	1	0	4	1	0	45	0	0
15.68000031	28	784	27	0	0	2	0	7	1	1	1	2	1	0	6	1	2	49	1	1
7.5	35	1225	0	10	2	0	0	2	0	1	0	2	2	0	4	2	2	37	1	1
10.5	21	441	0	0	0	0	0	6	0	1	0	3	2	0	4	1	1	29	5	0
35.72000122	48	2304	0	0	0	0	0	6	0	2	0	2	4	0	5	2	0	53	0	0
15.5	68	4624	0	1	1	0	0	0	0	1	0	3	4	0	2	2	0	13	0	0
16.75	40	1600	0	0	0	0	0	3	0	1	0	3	2	0	4	1	0	42	0	0
15	33	1089	0	2	1	0	0	4	0	1	0	2	2	0	4	1	1	47	5	0
11.5	55	3025	48	0	0	0	0	3	0	3	1	2	1	0	3	1	0	37	0	0
7.25	57	3249	46	10	1	2	0	2	1	2	1	3	1	0	4	1	0	48	0	0
22	29	841	29	1	2	0	0	4	0	1	1	2	1	0	4	1	2	42	1	1
7.449999809	22	484	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	46	0	0
19.20999908	29	841	24	0	0	2	0	6	1	1	1	2	1	0	6	1	5	18	1	1
8	50	2500	48	5	2	0	3	0	0	0	0	1	1	2	0	1	0	6	0	0
11	29	841	0	5	3	0	0	4	0	1	0	1	4	0	3	1	1	25	5	0
15	48	2304	45	11	1	2	0	4	1	1	1	2	1	0	3	1	0	5	0	0
19.36000061	39	1521	36	5	2	2	0	0	1	1	1	2	1	0	0	1	0	42	0	0
18	27	729	26	4	1	0	0	6	5	1	1	2	1	0	6	1	1	12	5	0
25.71999931	61	3721	61	0	0	0	0	3	0	2	2	1	1	12	0	1	0	24	0	0
17	54	2916	52	14	1	1	0	4	1	1	2	1	1	0	4	1	0	36	0	0
20	38	1444	0	14	2	0	0	6	0	1	0	2	4	0	6	2	3	6	1	1
30	42	1764	34	0	0	0	0	8	5	1	1	3	1	0	8	1	2	51	5	0
70	58	3364	57	0	0	2	0	3	1	1	1	4	2	0	4	1	4	36	1	2
29	42	1764	0	0	0	0	0	5	0	1	0	3	2	0	4	1	0	18	0	0
10.75	46	2116	0	5	1	0	0	4	0	1	0	2	2	0	4	2	0	13	0	0
13.5	49	2401	0	0	0	0	0	7	0	1	0	3	2	0	7	2	2	41	5	0
35	38	1444	40	10	2	1	0	4	1	1	2	2	4	0	2	1	1	51	5	0
16	51	2601	51	0	0	0	12	0	5	1	1	3	1	0	4	1	0	26	0	0
17	61	3721	51	0	0	0	0	3	5	1	1	2	1	0	3	1	1	24	5	0
10	25	625	0	0	0	0	0	4	0	1	0	3	2	0	3	1	0	37	0	0
16.03000069	36	1296	0	12	2	0	0	4	0	2	0	3	2	0	4	2	0	18	0	0
14.5	28	784	0	0	0	0	0	6	0	1	0	1	4	0	6	2	0	48	0	0
15	64	4096	60	0	0	2	0	3	1	1	1	2	1	0	3	1	1	42	5	0
13	25	625	24	3	1	0	0	4	0	3	1	1	1	0	2	1	0	12	0	0
20	57	3249	52	0	0	0	0	2	5	1	2	1	1	0	2	1	0	6	0	0
12.5	59	3481	0	0	0	0	0	2	0	1	0	1	2	0	3	1	0	45	0	0
7.5	22	484	0	0	0	0	0	4	0	1	0	2	2	0	7	1	4	40	5	0
11.39999962	24	576	24	3	3	1	0	4	1	1	1	3	1	0	4	1	0	29	0	0
18.69000053	31	961	0	0	0	0	0	4	0	1	0	3	2	0	5	1	1	23	5	0
21.70000076	45	2025	0	0	0	0	0	4	0	1	0	3	2	0	7	1	0	24	0	0
10.35000038	45	2025	32	3	3	0	0	4	0	1	1	1	1	0	4	1	0	37	0	0
7.5	32	1024	31	5	2	0	0	6	5	3	1	2	1	0	4	1	0	37	0	0
14.81999969	43	1849	35	14	3	1	0	7	1	1	1	1	1	0	4	1	2	6	5	0
15	60	3600	62	0	0	2	0	4	1	1	1	1	1	0	4	1	5	55	1	2
1	53	2809	53	0	0	0	0	4	5	1	1	2	1	0	4	1	0	51	0	0
15	48	2304	0	0	0	0	0	5	0	2	0	3	5	0	8	1	0	48	0	0
23	28	784	26	5	1	0	0	4	0	2	1	2	1	0	4	1	0	13	0	0
7.25	58	3364	0	0	0	0	0	1	0	1	0	3	4	0	2	2	0	51	0	0
12.5	56	3136	53	0	0	0	0	4	0	1	1	3	1	0	4	1	0	36	0	0
18	59	3481	59	0	0	0	0	4	0	1	1	3	1	0	4	1	0	13	0	0
8.5	51	2601	0	0	0	0	0	2	0	2	0	3	4	0	4	2	0	56	0	0
25	57	3249	0	0	0	0	0	7	0	1	0	2	2	0	4	1	5	25	1	3
25.37000084	57	3249	0	0	0	0	0	2	0	1	0	3	4	0	3	2	2	13	5	0
14	56	3136	56	0	0	0	0	2	0	1	1	3	1	0	6	1	0	19	0	0
21.60000038	39	1521	0	0	0	0	0	4	0	1	0	1	4	0	4	1	1	42	5	0
10.36999989	58	3364	0	0	0	0	0	4	0	1	0	2	2	0	3	2	1	34	5	0
18	25	625	24	0	0	1	0	6	1	1	1	2	1	0	6	1	4	31	1	1
12	26	676	0	0	0	0	14	0	0	1	0	2	2	13	1	2	4	6	1	2
20.20000076	28	784	0	0	0	0	0	7	0	1	0	2	2	0	5	1	1	17	5	0
12.69999981	53	2809	61	0	0	0	0	1	0	3	3	3	1	0	1	1	0	37	0	0
11	50	2500	57	0	0	0	0	1	0	1	1	3	1	0	4	1	1	51	5	0
8.130000114	23	529	0	0	0	0	0	8	0	1	0	4	2	0	8	1	3	37	5	0
8.449999809	38	1444	0	4	2	0	0	3	0	3	0	2	2	0	4	2	0	42	0	0
16.5	40	1600	33	11	3	0	0	7	0	0	2	1	1	0	6	1	0	48	0	0
22.5	42	1764	0	1	9	0	0	6	0	1	0	2	2	0	4	2	2	27	1	1
32	45	2025	45	17	1	0	0	5	0	1	1	3	1	0	5	1	0	36	0	0
11	42	1764	41	15	1	1	0	2	1	2	1	2	1	0	4	1	0	18	0	0
9	30	900	0	4	3	0	0	6	0	1	0	3	2	0	4	2	1	45	5	0
16	30	900	0	0	0	0	0	6	0	1	0	2	2	0	6	1	4	48	1	2
20	31	961	30	1	2	2	0	2	1	1	1	3	1	0	2	1	3	37	5	0
12	24	576	0	0	0	0	0	4	0	1	0	2	2	0	6	1	2	17	5	0
9.890000343	29	841	0	6	2	0	0	5	0	1	0	2	2	0	3	2	2	45	5	0
54	81	6561	78	0	0	2	0	3	1	1	1	2	1	0	6	1	5	1	1	3
8.850000381	41	1681	0	0	0	0	0	8	0	2	0	3	5	0	3	1	0	26	0	0
17.54999924	52	2704	58	7	2	0	0	4	0	1	1	2	4	0	4	1	0	39	0	0
12.77000046	43	1849	0	16	1	0	0	3	0	1	0	3	2	0	4	2	2	45	5	0
9	24	576	0	0	0	0	12	0	0	1	0	4	2	14	1	1	0	48	0	0
12.5	45	2025	0	16	1	0	0	4	0	1	0	2	4	0	4	2	2	17	5	0
24.12999916	29	841	0	0	0	0	0	4	0	1	0	1	2	0	4	2	2	39	1	1
10	39	1521	0	1	3	0	0	0	0	0	0	1	2	0	0	2	0	6	0	0
8.5	22	484	0	2	1	0	0	4	0	1	0	2	2	0	4	2	0	18	0	0
17.30999947	38	1444	33	0	0	0	0	4	0	1	2	2	1	0	4	1	1	34	5	0
65	39	1521	31	0	0	3	0	4	1	1	1	2	1	0	4	1	0	48	0	0
14.14999962	23	529	22	0	0	0	0	4	5	1	1	3	1	0	4	1	2	31	1	1
25	25	625	0	0	0	0	8	0	0	1	0	3	2	8	0	1	0	6	0	0
8.5	43	1849	0	0	0	0	0	4	0	3	0	2	4	0	3	2	0	37	0	0
10	37	1369	0	4	2	0	0	4	0	1	0	3	4	0	6	2	2	41	5	0
17	27	729	0	0	0	0	0	4	0	1	0	2	2	0	4	1	4	37	1	2
16	71	5041	64	0	0	3	0	2	1	1	1	2	1	0	2	1	5	5	1	3
8.319999695	26	676	0	2	2	0	0	3	0	1	0	2	2	0	4	2	2	45	5	0
11.25	29	841	0	3	2	0	0	4	0	1	0	3	2	0	4	2	1	37	5	0
22	50	2500	52	0	0	0	6	0	0	0	0	1	4	3	0	1	0	8	0	0
35	64	4096	64	0	0	0	0	3	5	1	1	2	1	0	3	1	0	12	0	0
19.5	59	3481	50	0	0	1	0	4	1	1	1	2	1	0	4	1	0	36	0	0
12.43000031	52	2704	0	0	0	0	0	3	0	1	0	3	4	0	3	2	0	18	0	0
18.67000008	37	1369	34	0	0	0	0	3	5	1	1	2	1	0	2	1	2	18	5	0
35	55	3025	51	0	0	0	0	7	0	1	1	2	1	0	7	1	0	53	0	0
16	56	3136	0	0	0	0	0	7	0	1	0	2	4	0	7	1	2	4	1	1
8.25	23	529	0	0	0	0	0	4	0	1	0	2	2	0	4	1	0	6	0	0
22.23999977	30	900	28	2	1	1	0	0	1	1	1	2	1	0	0	1	3	20	1	1
12	34	1156	36	7	4	0	0	4	5	1	2	2	1	0	4	1	0	19	0	0
20	45	2025	0	0	0	0	0	4	0	1	0	2	4	0	4	2	2	24	1	1
15	34	1156	28	3	1	0	0	8	5	2	1	2	1	0	6	1	5	8	1	2
13.93000031	35	1225	0	14	2	0	0	4	0	1	0	3	4	0	4	2	2	29	5	0
13	39	1521	25	1	1	0	0	2	5	1	1	1	5	0	3	1	1	45	5	0
9.25	63	3969	70	0	0	0	0	4	0	1	1	3	1	0	4	1	0	32	0	0
16	24	576	25	0	0	2	0	5	1	1	1	3	2	0	5	1	2	31	5	0
7.5	32	1024	0	10	1	0	0	3	0	1	0	2	2	0	3	2	0	51	0	0
17	59	3481	57	0	0	0	0	4	0	1	1	1	1	0	4	1	0	12	0	0
17.85000038	40	1600	39	13	1	2	0	4	1	1	1	2	1	0	3	1	0	37	0	0
15	22	484	22	0	0	0	0	3	5	1	1	2	2	0	4	1	2	18	5	0
19.36000061	41	1681	0	0	0	0	0	6	0	1	0	3	4	0	6	1	5	21	1	3
8.949999809	19	361	0	0	0	0	0	8	0	1	0	1	2	0	4	2	2	6	5	0
12	29	841	0	4	2	0	0	2	0	1	0	2	4	0	4	2	1	45	5	0
15	54	2916	0	17	1	0	0	3	0	1	0	3	4	0	2	2	0	39	0	0
14.35999966	24	576	0	0	0	0	0	7	0	1	0	3	2	0	7	2	2	39	5	0
26	57	3249	0	0	0	0	0	0	0	0	0	1	4	3	0	2	0	6	0	0
55	58	3364	53	0	0	0	0	6	5	1	1	2	1	0	4	1	2	48	1	1
12	26	676	26	0	0	2	0	7	1	1	1	2	2	0	7	1	4	12	1	2
8	64	4096	57	2	4	0	0	0	0	0	0	2	1	0	0	1	0	6	0	0
21	55	3025	55	0	0	2	0	3	1	1	1	2	1	0	4	1	0	42	0	0
25.5	34	1156	0	14	1	0	2	8	0	1	0	2	2	0	7	2	4	6	1	2
27	38	1444	36	5	2	1	0	5	1	1	1	1	1	0	4	1	1	39	5	0
13	33	1089	0	5	2	0	0	4	0	1	0	3	5	0	7	2	1	39	5	0
9.300000191	72	5184	0	0	0	0	6	0	0	0	0	1	5	6	0	2	0	36	0	0
14.48999977	25	625	0	0	0	0	6	0	0	1	0	2	2	6	0	2	5	6	1	2
10.5	20	400	0	0	0	0	0	8	0	1	0	3	2	0	4	1	0	28	0	0
43	33	1089	31	1	1	0	15	0	0	1	0	2	1	15	0	1	4	6	1	2
12	23	529	0	0	0	0	0	4	0	1	0	1	2	0	4	1	1	40	5	0
17.85000038	31	961	37	0	0	1	0	4	1	1	1	1	1	0	4	1	0	29	0	0
9.550000191	27	729	0	0	0	0	0	6	0	1	0	3	2	0	4	2	2	37	5	0
9.5	23	529	0	2	1	0	0	6	0	1	0	2	2	0	6	2	0	26	0	0
40	49	2401	46	15	1	0	0	3	0	1	1	1	1	0	4	1	0	42	0	0
7.650000095	20	400	0	0	0	0	0	6	0	1	0	3	2	0	4	1	0	19	0	0
20	35	1225	31	4	2	2	0	4	1	1	1	2	1	0	4	1	2	18	5	0
9	26	676	0	0	0	0	0	8	0	1	0	3	2	0	7	1	4	41	1	2
9.25	26	676	0	4	1	0	0	4	0	1	0	1	2	0	3	2	3	6	5	0
21.81999969	28	784	29	1	1	0	5	0	5	1	1	1	1	5	0	1	5	32	1	2
12.25	28	784	0	0	0	0	0	6	0	2	0	3	5	0	4	1	0	56	0	0
25.75	41	1681	0	8	1	0	0	6	0	1	0	2	4	0	7	2	2	39	1	1
18	54	2916	50	4	2	0	0	0	0	1	1	1	1	0	0	1	0	39	0	0
9.340000153	59	3481	54	0	0	0	0	4	5	1	1	2	1	0	4	1	0	41	0	0
10	29	841	0	0	0	0	0	5	0	1	0	4	2	0	6	1	0	51	0	0
16	60	3600	55	0	0	0	4	0	0	0	0	1	1	7	0	1	0	12	0	0
53.15000153	36	1296	33	8	1	2	0	5	1	1	1	2	1	0	4	1	2	2	1	1
10.44999981	37	1369	0	0	0	0	0	4	0	1	0	3	4	0	4	1	0	29	0	0
7.5	26	676	0	0	0	0	0	5	0	1	0	2	2	0	4	1	5	28	1	2
11	24	576	22	3	2	0	0	5	0	1	3	1	2	12	0	1	0	12	0	0
50	54	2916	59	0	0	0	0	4	0	1	1	2	1	0	4	1	4	25	1	2
60	70	4900	0	0	0	0	0	7	0	1	0	1	4	0	3	2	4	4	1	2
15.5	53	2809	0	0	0	0	0	7	0	1	0	3	2	0	5	1	0	48	0	0
40	47	2209	48	0	0	2	0	4	1	1	1	2	1	0	4	1	2	27	5	0
9.600000381	51	2601	0	1	1	0	0	3	0	2	0	2	4	0	4	1	0	28	0	0
35.88999939	31	961	0	0	0	0	0	6	0	1	0	3	5	0	4	1	2	6	5	0
8.5	26	676	26	0	0	0	0	5	0	3	1	1	1	0	4	1	0	18	0	0
13	53	2809	46	7	2	0	0	3	0	1	0	2	1	0	5	1	4	32	1	2
9	38	1444	0	17	1	0	0	4	0	1	0	3	2	0	4	2	2	37	1	1
16.95999908	56	3136	0	0	0	0	0	2	0	1	0	3	2	0	8	2	2	26	1	1
9	60	3600	0	9	1	0	0	4	0	1	0	3	4	0	4	2	0	13	0	0
32	51	2601	0	0	0	0	0	5	0	1	0	3	4	0	4	1	3	34	5	0
11.75	26	676	19	1	1	0	0	4	0	1	2	2	1	0	4	1	0	37	0	0
12.89999962	49	2401	0	0	0	0	0	4	0	2	0	4	4	0	3	2	0	5	0	0
9.25	38	1444	0	4	2	0	0	3	0	1	0	2	4	0	4	2	0	28	0	0
13.5	42	1764	0	0	0	0	0	4	0	2	0	3	4	0	4	1	0	55	0	0
50	41	1681	36	0	0	0	0	6	5	1	1	1	1	0	4	1	4	8	5	0
13	35	1225	0	1	2	0	0	6	0	1	0	3	2	0	5	2	2	37	5	0
13	39	1521	0	11	1	0	0	6	0	1	0	3	5	0	6	2	0	48	0	0
50	19	361	0	1	4	0	0	4	0	2	0	5	2	0	4	2	0	13	0	0
17	47	2209	54	0	0	0	0	4	0	1	2	2	1	0	4	1	0	37	0	0
18	26	676	0	0	0	0	0	3	0	1	0	2	2	0	7	1	2	13	5	0
24.86000061	31	961	30	3	2	1	0	4	1	1	1	1	1	0	4	1	2	18	1	1
12	36	1296	0	7	2	0	0	6	0	1	0	2	2	0	6	2	4	42	1	2
12	35	1225	26	2	3	0	0	4	0	1	1	2	1	0	4	1	0	28	0	0
8.5	39	1521	38	7	3	1	0	4	1	2	1	3	1	0	7	1	0	26	0	0
9	52	2704	51	0	0	0	0	4	0	1	1	3	1	0	5	1	3	19	5	0
10.89999962	46	2116	0	0	0	0	6	0	0	0	0	1	3	6	0	2	0	48	0	0
14	28	784	30	0	0	3	0	3	1	1	1	2	1	0	4	1	5	13	1	3
65	34	1156	38	4	5	0	0	4	0	1	1	2	1	0	4	1	0	53	0	0
13.05000019	49	2401	0	15	2	0	0	4	0	1	0	3	4	0	5	2	0	26	0	0
22.04999924	47	2209	49	0	0	0	0	3	0	1	1	1	1	0	4	1	0	22	0	0
10.5	48	2304	0	0	0	0	0	1	0	2	0	3	5	0	4	2	0	28	0	0
120	52	2704	49	0	0	2	0	7	1	1	1	1	1	0	6	1	5	39	1	6
8.75	30	900	0	6	3	0	0	4	0	2	0	3	4	0	4	2	0	39	0	0
32	53	2809	48	16	1	0	0	4	5	1	1	1	1	0	4	1	4	17	1	2
10.25	26	676	0	0	0	0	0	7	0	1	0	3	2	0	7	2	4	6	1	2
2.650000095	24	576	0	4	1	0	0	6	0	1	0	3	2	0	4	2	2	26	5	0
8.75	52	2704	0	0	0	0	0	2	0	3	0	3	5	0	2	2	0	28	0	0
25	45	2025	38	13	1	3	0	4	1	1	1	2	1	0	4	1	4	22	5	0
11	26	676	33	1	1	0	0	4	0	1	0	2	4	0	8	1	0	36	0	0
22.5	49	2401	50	1	1	0	0	4	0	1	1	3	1	0	4	1	0	37	0	0
13	31	961	0	0	0	0	0	3	0	3	0	3	2	0	4	1	0	18	0	0
12	24	576	25	1	1	0	0	7	5	1	1	1	1	0	6	1	4	47	1	2
19.43000031	38	1444	0	9	1	0	0	4	0	1	0	1	1	0	4	2	0	18	0	0
14.42000008	36	1296	0	0	0	0	0	8	0	1	0	3	2	0	4	2	0	12	0	0
17.25	36	1296	30	1	2	1	0	4	1	1	1	2	1	0	3	1	3	29	5	0
20	62	3844	55	0	0	0	0	4	0	1	1	2	1	0	4	1	0	8	0	0
11.35000038	51	2601	48	15	1	0	9	0	5	0	1	1	1	4	0	1	0	6	0	0
18.05999947	43	1849	39	7	1	0	0	2	0	1	1	1	1	0	3	1	0	51	0	0
9	35	1225	0	6	3	0	0	1	0	1	0	2	3	0	6	2	1	41	5	0
11.76000023	39	1521	0	0	0	0	0	4	0	1	0	3	4	0	8	1	0	39	0	0
15	28	784	0	0	0	0	0	4	0	1	0	3	2	0	4	2	4	45	1	2
12	60	3600	60	0	0	0	0	0	5	1	1	1	1	0	0	1	0	51	0	0
11	32	1024	30	8	2	0	0	6	0	1	1	3	2	0	4	1	1	6	5	0
10	25	625	31	1	2	0	0	3	5	1	1	2	2	0	3	1	1	55	5	0
35	63	3969	62	0	0	2	0	2	1	1	1	2	1	0	4	1	5	18	1	2
29.75	48	2304	45	9	1	0	0	2	0	1	1	2	1	0	4	1	2	40	1	1
20.09000015	63	3969	62	0	0	0	0	4	0	1	1	2	1	0	4	1	0	27	0	0
19.20000076	25	625	0	1	1	0	0	4	0	1	0	2	2	0	4	2	4	45	1	2
8.5	20	400	0	0	0	0	0	4	0	1	0	3	2	0	4	2	1	47	5	0
12.47000027	35	1225	0	4	2	0	0	6	0	1	0	3	2	0	7	2	3	26	1	1
8	27	729	25	0	0	0	0	4	0	1	1	3	2	0	7	1	2	26	5	0
26.5	35	1225	40	13	2	0	0	4	5	1	1	2	1	1	4	1	0	41	0	0
7.25	21	441	27	0	0	0	0	2	0	3	3	3	2	0	7	1	0	13	0	0
28	44	1936	41	0	0	2	0	6	1	1	1	2	1	0	5	1	0	24	0	0
10	46	2116	0	0	0	0	0	1	0	1	0	2	4	0	2	2	0	1	0	0
13	46	2116	30	2	1	1	0	3	1	3	1	3	2	0	3	1	0	22	0	0
12	48	2304	39	0	0	0	0	4	0	1	1	3	1	0	4	1	0	27	0	0
10	41	1681	0	17	1	0	0	0	0	0	0	3	5	0	0	2	0	36	0	0
10.75	23	529	25	0	0	0	0	6	0	1	1	2	2	0	4	1	0	40	0	0
9.569999695	23	529	0	0	0	0	0	3	0	1	0	2	2	0	4	1	0	42	0	0
47	34	1156	35	9	4	0	0	4	0	1	3	3	1	0	4	1	0	28	0	0
18.95999908	59	3481	56	0	0	0	0	7	5	1	1	2	1	0	4	1	2	55	1	1
9.5	44	1936	0	16	1	0	0	2	0	1	0	2	4	0	3	2	0	45	0	0
